name,bg_img_link,mark,category,rating,price,address,role,city,int_price
Silbuttah Story By Bercos,https://cdn.venuelook.com/uploads/space_21788/1708147246_204x158.png,"Sector 12, Faridabad",banquet-halls,4.5,Rs. 1200 price per plat,"Near Parsvnath City Mall - Sector 12 Mall,
Silbuttah Modern Indian Kitchen offers a variety of regional dishes and cocktails inspired by classic Indian drinks. The restaurant includes a bar, lawn, and a private party room, which can be customized as per individual requirements",Open Lawn,faridabad,1200
Royal Imperio,https://cdn.venuelook.com/uploads/space_25186/1681810764_204x158.png,"Sector 39, Faridabad",banquet-halls,4.8,Rs. 1200 price per plat,"Near Tughlakabad Metro Station Metro Station,
Based in the city of Faridabad, Royal Imperio is a venue which is accessibly located while offering lavish and serene spaces that would be an ideal venue for hosting any of your special celebrations. Weddings are planned with so much perfection that each detail that goes into it is much though-after and then only decided so that it can all come together and give the couple getting married a unique and beautiful experience which they can remember for the years to come.",Indosheine,faridabad,1200
Hotel Ekant,https://cdn.venuelook.com/uploads/space_2199/1424416351_204x158.png,"Sector 17, Faridabad",banquet-halls,3.0,Rs. 500 price per plat,"Our two Banquet Halls & Gardens can accommodateÂ up to 700 guestsÂ and are perfect for weddings, receptions, baby showers, luncheons, corporate meetings, conferences, reunions, sports banquets and much more. Work with our event planner to help you design your special occasion with amenities ranging from decorations, lighting, wedding cakes, music, photography and everything that you may desire to have the perfect party, reception or corporate event.",Hall I,faridabad,500
Hotel Delite,https://cdn.venuelook.com/uploads/space_726/1407241895_204x158.png,"Nit, Faridabad",banquet-halls,3.4,Rs. 1100 price per plat,"Everyone deserves a wedding that will be etched into the memory of everyone who attends it. We, at Delite Grand, know this better than anyone else. Our Grand Ball Room that can accommodate more than 700 guests is just the venue for your dream wedding and even large scale corporate events.",GRAND BALL ROOM,faridabad,1100
Lotus Farms,https://cdn.venuelook.com/uploads/space_764/1407241176_204x158.png,"Sector 37, Faridabad",banquet-halls,3.5,Rs. 800 price per plat,"Weddings by The Party Makers begin with the fundamentals: the freshest vegetables and greens and the choicest meats, fish and poultry, all delivered daily from the wholesale markets in Delhi. From the first hors dâoeuvres to the last chocolate dipped strawberry you can taste the marriage of fine fresh ingredients and expert preparation. Finally, our standards are rigorously upheld by the sales associates, supervisors and ownership of The Party Makers. Whether you prefer a more casual or formal reception we understand that every successful event begins with a strong plan. At a time of your choosing, we will meet with you to create a âtimelineâ and a floor plan for your reception day. If the ceremony is on-site, and the need arises, weâll even help send you down the aisle.",NONE,faridabad,800
Hotel Rajmahal Regency,https://cdn.venuelook.com/uploads/space_3543/1433756105_204x158.png,"Neelam Bata Road, Faridabad",banquet-halls,3.0,Rs. 550 price per plat,"Hotel Rajmahal Regency serves Mughlai, Chinese and North Indian cuisines. This restro-bar is a part of a hotel ideal for budget stays. The restaurant has decent ambiance and good food too compliment different palates. All the food items are reasonably priced and tastes good.The bar stocks a wide range of liquor brands. There are reasonable discounts on drinks on special occasions",NONE,faridabad,550
Millenium Hotel,https://cdn.venuelook.com/uploads/space_1155/1407476528_204x158.png,"Nit, Faridabad",banquet-halls,4.0,Rs. 950 price per plat,"The luxury hotel is strategically located in the heart of business and commercial hub of Faridabad.
The Millennium hotel is one of the distinguished Faridabad hotels.
The ultra modern luxury hotel of Faridabad combines hospitality and warmth with state-of-the-art business facilities. The facilities at the luxury hotel include exclusive Restaurant and a Bar including 24-hour room service, a well equipped Conference room and a well-designed Banquet Hall. The Millennium Hotel is a truly world class luxury hotel in Faridabad. The hotel staff works round the clock to make your stay a memorable one.",NONE,faridabad,950
Shiv Shakti Green Vatika,https://cdn.venuelook.com/uploads/space_1158/1407476572_204x158.png,"Mathura Road, Faridabad",banquet-halls,3.0,Rs. 500 price per plat,Shiv Shakti Green Vatika is ideally located on N.H.-2 and is easily accessible from Delhi. Its well suited for parties and marriage. It has well manicured lush green lawns which are aesthetically decorated for a beautiful and memorable experience.It also provides parking space for the guests.,NONE,faridabad,500
Sewa Grand,https://cdn.venuelook.com/uploads/space_9465/1499503251_204x158.png,"Mathura Road, Faridabad",banquet-halls,3.0,Rs. 1500 price per plat,Our private and fully equipped meeting facilities and boardrooms offer high class stylish business environments which cater to all your business needs. Meet your partners or hold your business gatherings in the comfort of our corporate business rooms. Our hotel team will gladly assist in providing you with the technical equipment you need for the meeting room facility of your choice.,The Chrome,faridabad,1500
Pushp Vatika,https://cdn.venuelook.com/uploads/space_17250/1549628572_204x158.png,"Sector 10, Faridabad",banquet-halls,4.0,Rs. 1300 price per plat,"Near Parsvnath City Mall - Sector 12 Mall,
A PERFECT PLACE FOR PARTY, MARRIAGE & FAMILY AND FRIENDLY FUNCTIONS. WITH MAX. 2000-3000 PAX CAPACITY AND EVERY POSSIBLE SERVICE WILL BE PROVIDED.",Banquet,faridabad,1300
Park Plaza Faridabad,https://cdn.venuelook.com/uploads/space_17258/1549634442_204x158.png,"Sector 21c, Faridabad",banquet-halls,4.0,Rs. 1500 price per plat,"AtÂ Park Plaza, Faridabad, by the Radisson Hotel Group, managed by Sarovar Hotels, weÂ truly believe that your moment is our moment. Impeccable service, sophisticated cuisine and Park Plaza'sÂ elegant spaces are surely going to make your event a memorable one. Be it a grand wedding, a corporate event or banquet or a simple meeting, our professionalÂ event planning staff will take on all the tasks so that you can enjoy the big day with your guests or clients. Delicious food, flawless service, trendsetting presentation and ravishingÂ arrangements are sure to make our place your first choice. The Regal banqueting venue can be divided into 2 halls as per the clients'Â requirement and accommodates up to 375 guests.Â",Regal B,faridabad,1500
Lotus Maple Garden,https://cdn.venuelook.com/uploads/space_21630/1573904745_204x158.png,"Ballabhgarh, Faridabad",banquet-halls,4.0,Rs. 600 price per plat,"AmbienceMaple
Garden provides you with one of the most impressive space to host your
larger than life events! The farmhouse provides you with both indoor and
outdoor space for your events, including a well manicured lawn
sprawling spaciously on lush-greenery and a bespoke Banquet Hall with
unparalleled elegance for your indoor events. You can also choose
Lawn+Banquet Hall for your events. The venue has an accommodation
capacity of up to 400 guests which makes it suitable for your
medium-gathering events. Maple Garden offers you an in-house team of
decorators to add up a touch of personalization in the decor.",Lawn,faridabad,600
